Feature ID	Taxon	Confidence
#q2:types	categorical	categorical
ae1fb3e1abb2e5b3044a158dedf60f0d	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides	0.9997303668623536
2a117a7fbaa5be9b64faeb3b6cc4c4dc	d__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter	0.9210591344556958
fc640da7fea829e59595578a050d6586	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Spirochaetales;f__Spirochaetaceae;g__Treponema	0.9999999383185828
d9ad02ca8fac84415f91f072b3f4f7b5	d__Bacteria;p__Firmicutes	0.7441051453550613
16930229afc353375869439e25cd35e1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus	0.9982623819787834
ac046ecb3bd39358884833b0cce75edb	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae	0.9953339391900646
3f4d73521ceac5aa678a264fd9e7c9d2	d__Bacteria;p__Firmicutes;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium	0.7551095310957349
048b0a94aafe421fe531a40eeee0950b	d__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter	0.7145148646806795
22f9285bbfd54d3f0772bd05150d00ef	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Micrococcales;f__Micrococcaceae;g__Enteractinococcus	0.9916900433372922
994c79278c11430321c5bcc338a131a2	d__Bacteria;p__Firmicutes	0.7684015206737866
26639d9f66c6c2106996b1c162605ff8	d__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter	0.9548047896681842
eb9f1e09ac1e7043f8a402b20fd9ada4	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Caproiciproducens	0.9999999927728844
a19e56b0b00ee71adac929364b654cf4	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Aeromonadales;f__Succinivibrionaceae;g__Succinivibrio	0.9999996791018088
c287da853235f9a98089163fdca87226	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus	0.9742270414855371
0a6105de030b02bd1867d1b6fbd7dd09	d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Peptostreptococcales-Tissierellales;g__Peptoniphilus	0.8607519701793899
f6e34557ba524f21a4c43a762add2c94	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus	0.999652732016099
d36ace663f090cd44101dc5d6fe5b7e6	d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Anaerovoracaceae;g__Family_XIII_AD3011_group	0.8991677964775708
836732a3184afafbc02e64169544bd89	d__Bacteria;p__Firmicutes	0.7423972516303948
